age,career_move_to_private_sector,career_move_to_public_sector,cease_date,dissatisfaction,employment_status,gender,id,ill_health,institute,institute_service,maternity/family,none_of_the_above,position,separation_type,study/travel
46-50,False,False,2012,True,Permanent Part-time,Female,793.0,False,DETE,Experienced,False,False,Public Servant,Resignation,False
61 or older,False,False,2012,True,Permanent Part-time,Female,794.0,True,DETE,Veteran,False,False,Teacher Aide,Other,False
61 or older,False,False,2013,False,Temporary Part-time,Male,795.0,True,DETE,Established,False,False,Teacher,Retirement,False
56-60,False,False,2012,True,Permanent Part-time,Male,797.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
56-60,False,False,2012,True,Permanent Full-time,Male,798.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
36-40,False,False,2012,False,Permanent Part-time,Female,799.0,False,DETE,Veteran,True,False,Public Servant,Resignation,False
36-40,False,False,2012,False,Permanent Part-time,Female,800.0,False,DETE,Veteran,False,False,Teacher Aide,Resignation,False
51-55,False,False,2012,False,Permanent Full-time,Female,801.0,True,DETE,Veteran,False,False,Teacher,Other,False
21-25,False,False,2014,True,Permanent Full-time,Female,802.0,True,DETE,Experienced,False,False,Teacher,Other,False
56-60,False,False,2014,False,Permanent Full-time,Male,803.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
46-50,True,False,2014,False,Permanent Full-time,Female,805.0,False,DETE,Established,False,False,Teacher,Resignation,False
26-30,True,False,2014,False,Permanent Part-time,Female,806.0,False,DETE,Experienced,False,False,Teacher,Resignation,False
61 or older,False,False,2012,True,Permanent Part-time,Female,807.0,False,DETE,Veteran,False,False,Teacher Aide,Retirement,False
41-45,False,False,2013,False,Permanent Part-time,Female,808.0,False,DETE,Established,False,False,Cleaner,Resignation,False
36-40,False,False,2013,True,Permanent Full-time,Female,809.0,False,DETE,Established,False,False,Teacher,Resignation,False
26-30,False,False,2013,False,Permanent Part-time,Female,810.0,False,DETE,Experienced,True,False,Teacher Aide,Resignation,False
51-55,False,False,2014,True,Permanent Full-time,Female,811.0,False,DETE,Veteran,False,False,Teacher,Retirement,False
61 or older,False,False,2012,False,Permanent Full-time,Male,812.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
41-45,False,False,2013,True,Temporary Full-time,Female,813.0,False,DETE,Experienced,False,False,School Administrative Staff,Contract Expired,False
61 or older,False,False,2014,False,Permanent Full-time,Male,814.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
56-60,False,False,2013,True,Permanent Full-time,Female,815.0,False,DETE,Veteran,False,False,Public Servant,Retirement,False
21-25,True,False,2014,False,Permanent Full-time,Male,817.0,False,DETE,New,False,False,Teacher,Resignation,False
21-25,False,False,2014,False,Permanent Full-time,Female,818.0,False,DETE,New,False,False,Teacher,Resignation,True
56-60,False,False,2014,True,Permanent Part-time,Female,819.0,True,DETE,Veteran,True,False,Teacher,Retirement,False
51-55,False,False,2014,False,Permanent Full-time,Male,820.0,False,DETE,Veteran,False,True,Teacher,Retirement,False
31-35,False,False,2014,True,Permanent Full-time,Female,821.0,False,DETE,Experienced,True,False,Public Servant,Resignation,False
41-45,False,False,2013,False,Permanent Full-time,Female,822.0,True,DETE,Veteran,False,False,Teacher,Retirement,False
41-45,True,False,2010,False,Permanent Full-time,Male,6.34146578511788e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2010,False,Casual,Female,6.34147506906311e+17,False,TAFE,Established,False,False,Teacher (including LVT),Resignation,False
20 or younger,True,False,2010,False,Temporary Full-time,Male,6.34152007975694e+17,False,TAFE,Experienced,True,False,Administration (AO),Resignation,False
46-50,False,False,2010,False,Permanent Full-time,Male,6.34153745310374e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
36-40,False,False,2009,False,Temporary Full-time,Female,6.34157899735969e+17,False,TAFE,Experienced,False,False,Tutor,Resignation,False
21-25,False,True,2010,False,Permanent Full-time,Female,6.34158812168312e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
41-45,False,True,2010,False,Temporary Part-time,Female,6.34158825838625e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,False,Temporary Full-time,Female,6.3417252283144e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,True,Permanent Part-time,Female,6.34172609223344e+17,False,TAFE,Established,False,False,Teacher (including LVT),Resignation,False
46-50,False,False,2010,False,Permanent Part-time,Female,6.34176076134409e+17,False,TAFE,Veteran,False,False,Technical Officer (TO),Resignation,False
31-35,False,True,2010,True,Permanent Full-time,Female,6.34177053480062e+17,False,TAFE,Established,False,False,Administration (AO),Resignation,False
26-30,False,True,2010,False,Temporary Full-time,Male,6.34184748867652e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
26-30,False,False,2010,False,Casual,Female,6.34190678592028e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,False,Permanent Part-time,Female,6.34190743855375e+17,False,TAFE,Established,False,False,Teacher (including LVT),Resignation,False
56-60,False,True,2010,False,Temporary Full-time,Male,6.34193458894281e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,False,Temporary Full-time,Female,6.341993935285e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
46-50,True,False,2010,False,Temporary Part-time,Female,6.34200229589215e+17,False,TAFE,New,False,False,Professional Officer (PO),Resignation,False
56-60,False,False,2010,False,Permanent Full-time,Male,6.34201997218101e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Retirement,False
56-60,False,False,2010,False,Permanent Part-time,Female,6.34205577322164e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
26-30,False,False,2010,True,Temporary Part-time,Female,6.34208993864195e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
36-40,False,False,2010,False,Permanent Full-time,Female,6.34209003247164e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
31-35,False,False,2010,False,Permanent Full-time,Male,6.34209012525289e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
51-55,True,True,2010,False,Permanent Full-time,Male,6.34209027931539e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2010,False,Permanent Part-time,Female,6.34209037420601e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
31-35,True,False,2010,True,Permanent Full-time,Male,6.34211542757094e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
31-35,False,True,2010,True,Permanent Part-time,Female,6.34212412239976e+17,False,TAFE,Established,True,False,Administration (AO),Transfer,False
56-60,True,False,2010,False,Permanent Full-time,Male,6.3421319649857e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
41-45,True,False,2010,True,Permanent Full-time,Female,6.34214156864906e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,False,Temporary Full-time,Female,6.34218492665219e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
26-30,True,False,2010,False,Temporary Full-time,Female,6.34219251646781e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
56-60,False,False,2010,True,Permanent Full-time,Female,6.34219274566469e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
56-60,False,False,2010,False,Permanent Full-time,Female,6.34219407445375e+17,False,TAFE,Experienced,False,False,Administration (AO),Retirement,False
51-55,False,False,2009,False,Permanent Full-time,Male,6.34220006275757e+17,False,TAFE,Experienced,False,False,Operational (OO),Resignation,False
46-50,False,False,2010,True,Permanent Full-time,Male,6.34220145175757e+17,False,TAFE,Veteran,False,False,Operational (OO),Resignation,False
21-25,False,False,2010,True,Permanent Full-time,Female,6.34221044292008e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
31-35,False,False,2010,False,Temporary Full-time,Female,6.34223513490601e+17,False,TAFE,New,True,False,Administration (AO),Resignation,False
51-55,True,False,2010,False,Permanent Full-time,Male,6.34226171903257e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
51-55,False,False,2010,True,Permanent Full-time,Female,6.34227157286851e+17,False,TAFE,Experienced,False,False,Administration (AO),Transfer,False
36-40,False,True,2010,True,Permanent Full-time,Female,6.3422718506975e+17,False,TAFE,Established,False,False,Professional Officer (PO),Resignation,False
51-55,False,False,2010,False,Permanent Full-time,Female,6.34227207368969e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
20 or younger,False,False,2010,True,Temporary Full-time,Female,6.34231466668883e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
51-55,False,True,2010,False,Temporary Full-time,Female,6.34235863003594e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Transfer,False
31-35,False,False,2010,False,Temporary Full-time,Female,6.342393039825e+17,True,TAFE,New,False,False,Administration (AO),Transfer,False
41-45,False,False,2010,True,Casual,Male,6.34241795347656e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
46-50,False,False,2010,False,Permanent Full-time,Female,6.34243628858726e+17,False,TAFE,Established,False,False,Administration (AO),Resignation,False
41-45,False,False,2010,False,Temporary Part-time,Male,6.34243664081406e+17,False,TAFE,Experienced,True,False,Teacher (including LVT),Resignation,False
41-45,False,False,2010,False,Permanent Full-time,Female,6.34245133689063e+17,False,TAFE,Experienced,False,True,Administration (AO),Resignation,False
56-60,False,False,2010,False,Casual,Female,6.34250409172945e+17,False,TAFE,Experienced,True,False,Teacher (including LVT),Resignation,False
26-30,False,True,2010,False,Permanent Full-time,Female,6.34251116016226e+17,False,TAFE,Established,False,False,Administration (AO),Resignation,False
41-45,True,False,2010,True,Permanent Part-time,Female,6.34251290130132e+17,True,TAFE,Experienced,False,False,Administration (AO),Resignation,False
31-35,True,False,2010,False,Casual,Female,6.3425975246732e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
41-45,False,True,2010,False,Temporary Full-time,Female,6.34260719918915e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
31-35,False,True,2010,False,Permanent Full-time,Female,6.34266938733603e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
56-60,True,False,2011,False,Permanent Full-time,Male,6.3426772590329e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
31-35,True,False,2010,True,Temporary Part-time,Female,6.34268446707283e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
21-25,False,False,2010,True,Casual,Male,6.34269438105095e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
56-60,False,False,2010,False,Permanent Part-time,Female,6.34272910039626e+17,False,TAFE,Veteran,False,True,Administration (AO),Retirement,False
46-50,False,True,2011,True,Permanent Full-time,Female,6.34273756721501e+17,False,TAFE,Experienced,False,False,Professional Officer (PO),Resignation,False
36-40,False,False,2010,True,Temporary Full-time,Female,6.34275489048845e+17,False,TAFE,New,True,False,Teacher (including LVT),Resignation,False
36-40,False,True,2011,False,Permanent Full-time,Female,6.34280719819371e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
41-45,True,False,2010,False,Permanent Full-time,Male,6.34281400568746e+17,False,TAFE,Experienced,False,False,Professional Officer (PO),Resignation,False
36-40,True,False,2010,False,Casual,Male,6.34284989401715e+17,False,TAFE,New,False,False,Executive (SES/SO),Resignation,False
26-30,False,True,2011,False,Temporary Full-time,Female,6.34285909851304e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
26-30,True,False,2011,True,Permanent Full-time,Female,6.34298884567184e+17,False,TAFE,Established,False,False,Administration (AO),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34309981362554e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Resignation,False
41-45,False,False,2011,False,Temporary Full-time,Male,6.34310942921246e+17,False,TAFE,Veteran,False,False,Operational (OO),Resignation,True
31-35,False,False,2011,False,Temporary Full-time,Female,6.34314358367965e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
46-50,True,False,2011,False,Permanent Full-time,Male,6.34316886387496e+17,False,TAFE,Experienced,True,False,Teacher (including LVT),Resignation,False
26-30,True,False,2011,False,Permanent Full-time,Female,6.34317688380679e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,True
56-60,False,False,2011,False,Permanent Full-time,Female,6.34317845042866e+17,False,TAFE,Experienced,True,False,Teacher (including LVT),Transfer,False
51-55,False,False,2011,True,Temporary Full-time,Male,6.34322927651559e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
51-55,False,False,2011,True,Temporary Full-time,Male,6.3432311502146e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
51-55,False,False,2011,True,Temporary Full-time,Male,6.34323709021402e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
46-50,True,False,2011,False,Casual,Female,6.34323806434371e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
21-25,True,False,2011,False,Temporary Full-time,Female,6.34326352243491e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
41-45,False,False,2011,False,Temporary Part-time,Female,6.3432645414859e+17,True,TAFE,New,False,False,Operational (OO),Resignation,False
51-55,False,False,2011,False,Temporary Part-time,Female,6.34328087765991e+17,True,TAFE,New,False,False,Operational (OO),Resignation,False
36-40,False,False,2011,False,Temporary Full-time,Female,6.34328171329844e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,True
51-55,False,False,2011,True,Temporary Full-time,Female,6.34328202850835e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
46-50,True,False,2011,False,Permanent Full-time,Male,6.34329804601719e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
21-25,False,False,2011,False,Permanent Full-time,Male,6.34329959592554e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,True
51-55,False,True,2011,False,Permanent Full-time,Female,6.34333408714687e+17,False,TAFE,Veteran,False,False,Professional Officer (PO),Transfer,False
51-55,False,False,2011,True,Permanent Full-time,Female,6.34340388349585e+17,True,TAFE,Veteran,False,False,Administration (AO),Retirement,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34344511160937e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
31-35,False,False,2011,False,Temporary Full-time,Male,6.34346271723281e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34352308949688e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
26-30,True,False,2011,False,Temporary Full-time,Female,6.34353285189063e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
51-55,False,False,2011,False,Permanent Full-time,Female,6.34356555160312e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
36-40,True,False,2011,False,Permanent Part-time,Female,6.34356560392188e+17,False,TAFE,Experienced,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2011,False,Casual,Male,6.34356641434062e+17,False,TAFE,New,False,False,Workplace Training Officer,Resignation,False
21-25,True,False,2011,False,Temporary Part-time,Female,6.34356731460781e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
20 or younger,False,True,2011,False,Temporary Full-time,Male,6.34358247777344e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34358731384062e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34360008438438e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34362639709063e+17,True,TAFE,Established,True,False,Administration (AO),Retirement,False
21-25,False,True,2011,True,Casual,Female,6.34365142728281e+17,False,TAFE,New,False,False,Technical Officer (TO),Resignation,True
41-45,False,False,2011,False,Temporary Part-time,Female,6.3436545961125e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
20 or younger,False,False,2011,False,Temporary Full-time,Female,6.34366032016094e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
51-55,False,False,2011,True,Permanent Part-time,Female,6.34370483668125e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34372114428281e+17,False,TAFE,Veteran,False,False,Administration (AO),Retirement,False
41-45,False,True,2011,False,Casual,Female,6.34376433396563e+17,False,TAFE,Experienced,False,False,Technical Officer (TO),Resignation,False
51-55,False,False,2011,False,Temporary Part-time,Female,6.34377507269688e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34383335357969e+17,False,TAFE,New,False,False,Teacher (including LVT),Retirement,True
46-50,True,False,2011,False,Temporary Full-time,Female,6.34388661685e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
21-25,False,False,2011,False,Permanent Full-time,Female,6.34389476488906e+17,False,TAFE,Experienced,False,True,Administration (AO),Resignation,False
21-25,False,True,2011,False,Permanent Part-time,Male,6.3439543481625e+17,False,TAFE,New,False,False,Operational (OO),Resignation,False
56-60,False,False,2011,False,Permanent Part-time,Female,6.34395453810469e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Retirement,False
21-25,False,False,2011,False,Permanent Part-time,Female,6.34399738233281e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
31-35,False,False,2011,False,Temporary Part-time,Female,6.34407548427969e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
21-25,True,False,2011,True,Permanent Full-time,Female,6.34411016475156e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
41-45,False,False,2011,True,Permanent Full-time,Male,6.34412849002344e+17,False,TAFE,Experienced,False,False,Operational (OO),Resignation,False
46-50,False,False,2011,True,Temporary Full-time,Female,6.34417864506406e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
26-30,False,False,2011,True,Temporary Full-time,Female,6.34418043788438e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
46-50,True,False,2011,True,Temporary Full-time,Male,6.34419660420156e+17,False,TAFE,New,False,False,Executive (SES/SO),Resignation,False
46-50,True,False,2011,False,Permanent Full-time,Male,6.34419812329531e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2011,False,Permanent Part-time,Female,6.34423305341562e+17,False,TAFE,Veteran,True,False,Tutor,Retirement,False
46-50,False,False,2011,False,Casual,Female,6.344250437875e+17,False,TAFE,Experienced,True,False,Administration (AO),Resignation,False
41-45,False,False,2011,False,Temporary Full-time,Female,6.34429978393906e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
36-40,False,False,2011,False,Permanent Full-time,Female,6.34430196933125e+17,False,TAFE,New,False,True,Teacher (including LVT),Resignation,False
36-40,True,False,2011,False,Permanent Full-time,Male,6.34431906734219e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
26-30,False,False,2011,True,Temporary Full-time,Male,6.34436080180469e+17,False,TAFE,New,False,False,Operational (OO),Resignation,False
51-55,False,False,2011,True,Permanent Full-time,Female,6.34438675485469e+17,False,TAFE,Veteran,True,False,Teacher (including LVT),Retirement,False
41-45,False,False,2011,False,Casual,Male,6.34443964450156e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
41-45,False,True,2011,False,Casual,Female,6.34444676214219e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
21-25,False,False,2011,False,Temporary Full-time,Female,6.34454356619531e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
56-60,False,False,2011,False,Temporary Part-time,Female,6.34455107975313e+17,True,TAFE,Established,False,False,Administration (AO),Retirement,False
41-45,False,False,2011,True,Casual,Female,6.34456033339688e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
31-35,False,True,2011,False,Temporary Full-time,Female,6.34462838669219e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
21-25,True,False,2011,True,Temporary Full-time,Female,6.34465408262031e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
41-45,False,False,2011,False,Temporary Full-time,Male,6.34466338996094e+17,False,TAFE,New,True,False,Technical Officer (TO),Resignation,False
36-40,True,False,2011,False,Temporary Full-time,Male,6.3446906019125e+17,False,TAFE,New,False,False,Executive (SES/SO),Resignation,False
21-25,False,False,2011,False,Casual,Female,6.34474119730625e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
26-30,True,False,2011,True,Temporary Full-time,Female,6.344801538575e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
41-45,False,False,2011,True,Temporary Full-time,Female,6.34480996232969e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2012,False,Permanent Part-time,Female,6.34483759524219e+17,False,TAFE,Experienced,False,True,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34485432981094e+17,False,TAFE,Veteran,False,True,Operational (OO),Retirement,False
46-50,False,False,2011,False,Permanent Full-time,Female,6.3448707873875e+17,False,TAFE,Experienced,True,False,Administration (AO),Resignation,False
56-60,False,False,2011,False,Temporary Full-time,Female,6.34491780096563e+17,False,TAFE,Experienced,False,False,Administration (AO),Retirement,False
26-30,True,False,2011,False,Permanent Full-time,Female,6.34495664096406e+17,False,TAFE,Experienced,False,False,Professional Officer (PO),Resignation,False
51-55,True,False,2011,False,Temporary Full-time,Female,6.34496573562969e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
31-35,False,False,2011,False,Casual,Male,6.34497559461719e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,True
20 or younger,False,False,2011,False,Temporary Full-time,Female,6.34498298127969e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
21-25,False,False,2011,False,Permanent Full-time,Male,6.34508607117812e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,True
51-55,False,False,2011,False,Temporary Full-time,Female,6.34509621647969e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
36-40,False,False,2011,True,Temporary Full-time,Female,6.34515603225e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
41-45,False,True,2011,False,Permanent Part-time,Female,6.34517445885469e+17,False,TAFE,Veteran,False,False,Professional Officer (PO),Resignation,False
51-55,False,False,2011,False,Temporary Full-time,Female,6.34520852160469e+17,False,TAFE,New,True,False,Teacher (including LVT),Resignation,False
21-25,True,False,2011,True,Permanent Full-time,Female,6.34521642169688e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
36-40,False,False,2011,False,Temporary Full-time,Female,6.34522371755781e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
41-45,True,False,2011,False,Temporary Part-time,Female,6.34526057042656e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
20 or younger,False,False,2011,True,Temporary Full-time,Female,6.34527641594062e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
21-25,False,True,2011,False,Temporary Full-time,Female,6.34541462557656e+17,False,TAFE,Experienced,False,False,Administration (AO),Resignation,False
36-40,False,False,2011,False,Temporary Full-time,Female,6.34549611075156e+17,False,TAFE,New,False,False,Administration (AO),Transfer,False
51-55,False,True,2011,False,Temporary Part-time,Female,6.34550190071875e+17,False,TAFE,New,False,False,Professional Officer (PO),Resignation,False
36-40,False,False,2011,True,Permanent Part-time,Female,6.34551070180781e+17,False,TAFE,Experienced,False,False,Workplace Training Officer,Resignation,False
46-50,False,False,2011,True,Permanent Full-time,Female,6.34551832315938e+17,False,TAFE,Experienced,False,False,Administration (AO),Transfer,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.3455271177625e+17,False,TAFE,Established,False,True,Teacher (including LVT),Retirement,False
36-40,False,False,2011,False,Permanent Full-time,Male,6.3455287020625e+17,False,TAFE,Experienced,False,False,Professional Officer (PO),Resignation,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34553571408906e+17,True,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34556211676511e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.345562181325e+17,True,TAFE,Veteran,False,False,Administration (AO),Retirement,False
41-45,False,True,2011,False,Permanent Full-time,Female,6.34556300304062e+17,False,TAFE,New,False,False,Operational (OO),Resignation,False
56-60,False,False,2011,True,Permanent Full-time,Male,6.34556943700261e+17,True,TAFE,Established,False,False,Tutor,Retirement,False
46-50,True,False,2012,False,Permanent Full-time,Male,6.345578604725e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
26-30,True,False,2011,False,Temporary Full-time,Male,6.3455802800948e+17,False,TAFE,New,False,False,Administration (AO),Resignation,False
56-60,True,False,2011,False,Permanent Part-time,Female,6.3455895140073e+17,False,TAFE,Veteran,False,False,Professional Officer (PO),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34563904634531e+17,False,TAFE,Experienced,True,False,Tutor,Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34563927869375e+17,False,TAFE,Veteran,False,False,Administration (AO),Retirement,False
56-60,False,False,2011,True,Permanent Full-time,Female,6.34564000928438e+17,False,TAFE,Established,False,False,Administration (AO),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.3456406360125e+17,True,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34564078365469e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Retirement,False
51-55,False,False,2011,False,Permanent Full-time,Female,6.34564089906719e+17,False,TAFE,Veteran,False,True,Administration (AO),Retirement,False
46-50,False,False,2011,True,Temporary Full-time,Male,6.34564737601875e+17,False,TAFE,New,False,False,Teacher (including LVT),Resignation,False
46-50,False,False,2011,False,Temporary Full-time,Male,6.34565719506875e+17,False,TAFE,New,False,True,Tutor,Resignation,False
51-55,False,False,2011,True,Permanent Full-time,Male,6.34568278370781e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,True
56-60,False,False,2011,False,Permanent Full-time,Male,6.34568317773125e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34568471579063e+17,False,TAFE,Veteran,False,True,Teacher (including LVT),Retirement,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34570247249322e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,True
26-30,False,True,2011,False,Temporary Full-time,Female,6.34570821134531e+17,False,TAFE,New,False,False,Administration (AO),Transfer,False
46-50,False,False,2011,True,Permanent Full-time,Female,6.34570842998906e+17,False,TAFE,Experienced,False,False,Executive (SES/SO),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34570881452188e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
51-55,False,False,2011,True,Permanent Full-time,Male,6.34574339025156e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Male,6.34574528552031e+17,False,TAFE,Veteran,False,False,Teacher (including LVT),Retirement,False
51-55,False,False,2011,False,Permanent Full-time,Male,6.3457516073125e+17,False,TAFE,Veteran,True,False,Teacher (including LVT),Resignation,True
56-60,False,False,2011,True,Permanent Part-time,Female,6.345754127925e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
56-60,False,False,2011,False,Permanent Part-time,Female,6.34576020012813e+17,False,TAFE,Veteran,False,False,Professional Officer (PO),Resignation,False
56-60,False,False,2011,False,Permanent Full-time,Female,6.34576957824062e+17,False,TAFE,Veteran,False,False,Administration (AO),Resignation,False
21-25,False,True,2011,False,Permanent Full-time,Female,6.34577056474375e+17,False,TAFE,New,False,False,Administration (AO),Resignation,True
56-60,False,False,2011,False,Permanent Full-time,Male,6.34577068502656e+17,False,TAFE,Experienced,False,False,Administration (AO),Retirement,False
