ID,SeparationType,Cease Date,DETE Start Date,Position,Region,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,South Sea,Disability,NESB,institute_service
476,Ill Health Retirement,2013,2005.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,8.0
477,Resignation-Other reasons,2013,2008.0,Teacher,Metropolitan,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,True,5.0
478,Resignation-Move overseas/interstate,2013,2004.0,Cleaner,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,46-50,False,False,False,False,9.0
479,Resignation-Other reasons,2013,2000.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,13.0
480,Resignation-Other reasons,2013,2013.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,26-30,True,False,False,False,0.0
481,Age Retirement,2013,1976.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,61 or older,False,False,False,False,37.0
482,Resignation-Other reasons,2012,1990.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,41-45,False,False,False,False,22.0
483,Age Retirement,2013,1999.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,14.0
484,Age Retirement,2013,1975.0,Head of Curriculum/Head of Special Education,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Female,61 or older,False,False,False,False,38.0
485,Age Retirement,2013,1988.0,Guidance Officer,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,25.0
486,Resignation-Move overseas/interstate,2012,2005.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,False,False,False,False,7.0
487,Resignation-Other reasons,2013,1993.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,20.0
488,Ill Health Retirement,2012,1993.0,Teacher Aide,North Coast,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,61 or older,False,False,False,False,19.0
489,Age Retirement,2013,1987.0,Guidance Officer,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,61 or older,False,False,False,False,26.0
491,Age Retirement,2013,1970.0,Head of Curriculum/Head of Special Education,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,43.0
492,Ill Health Retirement,2013,1989.0,Professional Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,61 or older,False,False,False,False,24.0
493,Resignation-Other reasons,2013,1974.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,39.0
494,Other,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,17.0
495,Resignation-Other employer,2012,1988.0,Cleaner,Central Queensland,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,False,False,False,False,24.0
496,Resignation-Other reasons,2013,2012.0,Cleaner,Central Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,False,False,True,False,1.0
497,Ill Health Retirement,2013,2011.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Male,51-55,False,False,False,False,2.0
498,Resignation-Move overseas/interstate,2013,2009.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,36-40,False,False,False,False,4.0
499,Age Retirement,2013,1995.0,Public Servant,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,False,False,False,False,18.0
500,Resignation-Move overseas/interstate,2013,2013.0,Public Servant,Central Office,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,False,False,False,False,0.0
501,Resignation-Other employer,2013,2002.0,Teacher,Central Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,False,False,False,False,11.0
502,Ill Health Retirement,2013,1971.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,61 or older,False,False,False,False,42.0
503,Ill Health Retirement,2013,1977.0,School Principal,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,56-60,False,False,False,False,36.0
504,Resignation-Other reasons,2013,1972.0,Teacher,North Queensland,Permanent Full-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Male,61 or older,False,False,False,False,41.0
505,Resignation-Move overseas/interstate,2013,2008.0,Teacher,South East,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,5.0
506,Resignation-Other reasons,2013,1989.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,24.0
507,Resignation-Other reasons,2013,2009.0,Public Servant,North Coast,Permanent Full-time,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,21-25,False,False,False,False,4.0
508,Ill Health Retirement,2013,1992.0,Public Servant,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,False,False,21.0
510,Age Retirement,2013,1995.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,51-55,False,False,False,False,18.0
511,Other,2013,2013.0,Other,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,36-40,False,False,False,False,0.0
512,Age Retirement,2013,1970.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,43.0
513,Age Retirement,2014,1977.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,37.0
514,Age Retirement,2013,1965.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,48.0
515,Age Retirement,2013,2004.0,Schools Officer,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,9.0
516,Age Retirement,2013,1989.0,Business Service Manager,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,24.0
517,Age Retirement,2012,1963.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,49.0
518,Resignation-Move overseas/interstate,2010,2007.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,False,False,False,False,3.0
519,Age Retirement,2012,1977.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56-60,False,False,False,False,35.0
520,Age Retirement,2013,1970.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,43.0
521,Ill Health Retirement,2013,1996.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,False,False,True,False,17.0
522,Age Retirement,2013,1971.0,Head of Curriculum/Head of Special Education,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,False,False,False,False,42.0
523,Age Retirement,2013,1999.0,Schools Officer,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,False,False,False,False,14.0
524,Age Retirement,2013,1974.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,39.0
525,Age Retirement,2012,1985.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,False,False,False,False,27.0
526,Age Retirement,2013,1992.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,21.0
527,Age Retirement,2013,1970.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,43.0
528,Age Retirement,2012,1986.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,True,True,True,True,26.0
529,Ill Health Retirement,2012,1969.0,Teacher,North Queensland,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,43.0
531,Age Retirement,2013,1975.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,38.0
533,Voluntary Early Retirement (VER),2013,1990.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,23.0
534,Resignation-Move overseas/interstate,2013,1999.0,Public Servant,Central Office,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,True,True,False,False,14.0
535,Resignation-Other reasons,2012,2008.0,Cleaner,North Coast,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,False,False,True,True,4.0
536,Age Retirement,2013,1974.0,Teacher,North Coast,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,Female,56-60,False,False,False,False,39.0
537,Resignation-Other reasons,2013,2007.0,Teacher Aide,Metropolitan,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,False,False,False,False,6.0
538,Voluntary Early Retirement (VER),2013,1995.0,Teacher Aide,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,18.0
540,Resignation-Other reasons,2013,2007.0,Public Servant,North Coast,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,6.0
541,Ill Health Retirement,2013,1998.0,Teacher Aide,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,False,False,True,False,15.0
542,Resignation-Other reasons,2013,1996.0,Public Servant,South East,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,17.0
543,Age Retirement,2013,2006.0,Cleaner,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,7.0
544,Resignation-Other employer,2013,2011.0,Professional Officer,South East,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,21-25,False,False,False,False,2.0
545,Age Retirement,2013,1991.0,Cleaner,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,22.0
546,Age Retirement,2013,1975.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,False,False,False,False,38.0
547,Other,2013,2009.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,4.0
548,Resignation-Other employer,2013,2010.0,Teacher Aide,Metropolitan,Permanent Full-time,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,3.0
549,Age Retirement,2013,1974.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,39.0
550,Age Retirement,2013,1979.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,False,False,False,False,34.0
551,Resignation-Other reasons,2013,2000.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,36-40,False,False,False,False,13.0
552,Resignation-Move overseas/interstate,2013,2011.0,Schools Officer,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,False,False,False,False,2.0
553,Resignation-Other reasons,2013,2005.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,False,False,False,False,8.0
554,Age Retirement,2013,1968.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,45.0
556,Age Retirement,2013,1975.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,38.0
557,Age Retirement,2013,1978.0,Head of Curriculum/Head of Special Education,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,False,False,False,False,35.0
558,Resignation-Move overseas/interstate,2013,2011.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,21-25,False,False,False,False,2.0
559,Age Retirement,2013,2006.0,Teacher,South East,Permanent Part-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,7.0
560,Voluntary Early Retirement (VER),2013,2001.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,12.0
561,Age Retirement,2013,1989.0,Public Servant,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,24.0
562,Voluntary Early Retirement (VER),2013,1979.0,Head of Curriculum/Head of Special Education,North Coast,Permanent Full-time,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,Male,56-60,False,False,False,False,34.0
563,Resignation-Move overseas/interstate,2013,2012.0,Cleaner,Central Office,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,1.0
564,Resignation-Other reasons,2013,1990.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,False,False,False,False,23.0
565,Voluntary Early Retirement (VER),2013,1981.0,Teacher,Central Office,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,False,False,False,False,32.0
566,Age Retirement,2013,1978.0,Teacher,Central Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,False,False,False,False,35.0
567,Age Retirement,2013,1980.0,Head of Curriculum/Head of Special Education,Not Stated,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,False,False,False,False,33.0
568,Age Retirement,2013,2011.0,Teacher,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,2.0
569,Resignation-Other reasons,2013,2000.0,Teacher Aide,Central Office,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,False,False,False,False,13.0
570,Resignation-Other reasons,2013,2010.0,Schools Officer,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,31-35,False,False,False,False,3.0
571,Other,2013,2005.0,Teacher Aide,Central Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,False,False,False,False,8.0
572,Resignation-Other reasons,2013,1998.0,Business Service Manager,Darling Downs South West,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,False,False,False,False,15.0
574,Ill Health Retirement,2013,2009.0,Cleaner,Not Stated,Permanent Part-time,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,False,False,False,False,4.0
575,Voluntary Early Retirement (VER),2013,1990.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,False,False,False,False,23.0
576,Resignation-Other reasons,2013,2004.0,Public Servant,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Female,31-35,False,False,False,False,9.0
577,Resignation-Other reasons,2013,2004.0,Teacher Aide,Not Stated,Permanent Part-time,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Female,26-30,False,False,False,False,9.0
578,Resignation-Other employer,2013,1994.0,Teacher,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,19.0
579,Age Retirement,2013,1998.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,61 or older,False,False,False,False,15.0
580,Ill Health Retirement,2013,1997.0,Schools Officer,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,False,False,False,False,16.0
581,Age Retirement,2013,1985.0,Schools Officer,Far North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,28.0
582,Age Retirement,2013,1996.0,Teacher Aide,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,17.0
583,Age Retirement,2013,2000.0,Teacher,Darling Downs South West,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,False,False,False,False,13.0
584,Age Retirement,2013,1992.0,Cleaner,Darling Downs South West,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,21.0
585,Resignation-Other employer,2013,2008.0,School Administrative Staff,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,51-55,False,False,False,False,5.0
586,Resignation-Move overseas/interstate,2013,2012.0,Teacher Aide,Not Stated,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,False,False,False,False,1.0
587,Resignation-Move overseas/interstate,2010,1999.0,Teacher,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,51-55,False,False,False,False,11.0
588,Age Retirement,2013,1998.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,15.0
589,Resignation-Other employer,2013,2011.0,Other,South East,Temporary Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,False,False,False,True,2.0
590,Resignation-Other reasons,2013,1985.0,Other,Metropolitan,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,61 or older,False,False,False,True,28.0
591,Resignation-Other employer,2014,2005.0,Public Servant,Metropolitan,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,31-35,False,False,False,False,9.0
592,Ill Health Retirement,2013,2002.0,Cleaner,Darling Downs South West,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,51-55,False,False,False,False,11.0
593,Resignation-Other reasons,2013,2001.0,Cleaner,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,12.0
594,Resignation-Other reasons,2013,2005.0,Teacher,Not Stated,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,Female,36-40,False,False,False,False,8.0
596,Age Retirement,2013,1990.0,Head of Curriculum/Head of Special Education,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,23.0
597,Voluntary Early Retirement (VER),2013,1988.0,Cleaner,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,True,False,False,25.0
598,Voluntary Early Retirement (VER),2013,1978.0,Head of Curriculum/Head of Special Education,North Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,False,False,False,False,35.0
599,Age Retirement,2013,1984.0,Teacher,Central Office,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,29.0
600,Voluntary Early Retirement (VER),2013,1970.0,Teacher,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,43.0
601,Age Retirement,2013,1990.0,Teacher Aide,North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,23.0
602,Resignation-Other employer,2013,2010.0,Public Servant,Central Office,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,False,False,False,False,3.0
603,Age Retirement,2013,2007.0,Cleaner,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,True,6.0
604,Contract Expired,2013,2013.0,Public Servant,South East,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,False,False,False,False,0.0
605,Resignation-Other reasons,2013,1996.0,Schools Officer,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,False,False,False,False,17.0
606,Age Retirement,2013,1991.0,School Administrative Staff,Metropolitan,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,22.0
607,Age Retirement,2013,1980.0,Teacher,Far North Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,False,False,False,False,33.0
608,Resignation-Other reasons,2013,2004.0,Teacher,Not Stated,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,False,False,False,False,9.0
609,Resignation-Other reasons,2013,2004.0,Teacher,Far North Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,Female,31-35,False,False,False,False,9.0
610,Ill Health Retirement,2012,1968.0,Teacher,South East,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,44.0
611,Resignation-Other reasons,2013,1989.0,Teacher Aide,South East,Permanent Part-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,61 or older,False,False,False,False,24.0
612,Ill Health Retirement,2013,1990.0,Teacher,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,False,False,False,False,23.0
613,Resignation-Other reasons,2013,1993.0,Teacher,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,False,False,False,False,20.0
614,Resignation-Move overseas/interstate,2013,2010.0,Teacher Aide,Not Stated,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,26-30,False,False,False,False,3.0
615,Voluntary Early Retirement (VER),2013,1991.0,Teacher Aide,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,22.0
616,Ill Health Retirement,2013,2000.0,Teacher,Not Stated,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,51-55,False,False,True,False,13.0
617,Age Retirement,2013,1973.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,False,False,False,False,40.0
618,Resignation-Other reasons,2013,1996.0,Teacher,North Queensland,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,Female,51-55,False,False,False,False,17.0
619,Age Retirement,2013,1987.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,26.0
620,Resignation-Other employer,2013,2003.0,Teacher,South East,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,False,False,False,False,10.0
621,Age Retirement,2013,1984.0,Public Servant,South East,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,False,False,False,False,29.0
622,Resignation-Other reasons,2013,1983.0,Teacher,Central Queensland,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,51-55,False,False,False,False,30.0
623,Age Retirement,2013,2001.0,Teacher Aide,South East,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,False,False,False,False,12.0
624,Resignation-Move overseas/interstate,2013,2004.0,Teacher,Metropolitan,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,False,False,False,False,9.0
625,Age Retirement,2013,1996.0,Head of Curriculum/Head of Special Education,Central Office,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,False,False,False,False,17.0
